Station,Date,SnowWaterEqui(mm),Latitude,Longitude,Elevation(m)
3B17P,1990-04-01,895.0,49.7,-125.666666666667,1422
3B17P,1991-04-01,1018.0,49.7,-125.666666666667,1422
3B17P,1992-04-01,1165.0,49.7,-125.666666666667,1422
3B17P,1993-04-01,796.0,49.7,-125.666666666667,1422
3B17P,1994-04-01,1016.0,49.7,-125.666666666667,1422
3B17P,1995-04-01,1851.0,49.7,-125.666666666667,1422
3B17P,1996-04-01,920.0,49.7,-125.666666666667,1422
3B17P,1997-04-01,1344.0,49.7,-125.666666666667,1422
3B17P,1998-04-01,1878.0,49.7,-125.666666666667,1422
3B17P,1999-04-01,2620.0,49.7,-125.666666666667,1422
3B17P,2000-04-01,1432.0,49.7,-125.666666666667,1422
3B17P,2001-04-01,947.0,49.7,-125.666666666667,1422
3B17P,2002-04-01,1249.0,49.7,-125.666666666667,1422
3B17P,2003-04-01,1463.0,49.7,-125.666666666667,1422
3B17P,2004-04-01,1359.0,49.7,-125.666666666667,1422
3B17P,2005-04-01,323.0,49.7,-125.666666666667,1422
3B17P,2006-04-01,1658.0,49.7,-125.666666666667,1422
3B17P,2007-04-01,1785.0,49.7,-125.666666666667,1422
3B17P,2008-04-01,1441.0,49.7,-125.666666666667,1422
3B17P,2009-04-01,868.0,49.7,-125.666666666667,1422
3B17P,2010-04-01,1797.0,49.7,-125.666666666667,1422
3B17P,2011-04-01,2057.0,49.7,-125.666666666667,1422
3B23P,1996-04-01,398.0,48.9666666666667,-124.266666666667,1134
3B23P,1997-04-01,1673.0,48.9666666666667,-124.266666666667,1134
3B23P,1998-04-01,1174.0,48.9666666666667,-124.266666666667,1134
3B23P,1999-04-01,,48.9666666666667,-124.266666666667,1134
3B23P,2000-04-01,1451.0,48.9666666666667,-124.266666666667,1134
3B23P,2001-04-01,803.0,48.9666666666667,-124.266666666667,1134
3B23P,2002-04-01,1553.0,48.9666666666667,-124.266666666667,1134
3B23P,2003-04-01,664.0,48.9666666666667,-124.266666666667,1134
3B23P,2004-04-01,1159.0,48.9666666666667,-124.266666666667,1134
3B23P,2005-04-01,210.0,48.9666666666667,-124.266666666667,1134
3B23P,2006-04-01,1459.0,48.9666666666667,-124.266666666667,1134
3B23P,2007-04-01,1553.0,48.9666666666667,-124.266666666667,1134
3B23P,2008-04-01,1916.0,48.9666666666667,-124.266666666667,1134
3B23P,2009-04-01,1020.0,48.9666666666667,-124.266666666667,1134
3B23P,2010-04-01,954.0,48.9666666666667,-124.266666666667,1134
3B23P,2011-04-01,1873.0,48.9666666666667,-124.266666666667,1134
1A05,1953-04-01,688.0,53.95,-121.433333333333,1693
1A05,1954-04-01,663.0,53.95,-121.433333333333,1693
1A05,1955-04-01,701.0,53.95,-121.433333333333,1693
1A05,1956-04-01,772.0,53.95,-121.433333333333,1693
1A05,1957-04-01,589.0,53.95,-121.433333333333,1693
1A05,1958-04-01,478.0,53.95,-121.433333333333,1693
1A05,1959-04-01,551.0,53.95,-121.433333333333,1693
1A05,1960-04-01,716.0,53.95,-121.433333333333,1693
1A05,1961-04-01,673.0,53.95,-121.433333333333,1693
1A05,1962-04-01,660.0,53.95,-121.433333333333,1693
1A05,1963-04-01,998.0,53.95,-121.433333333333,1693
1A05,1964-04-01,1234.0,53.95,-121.433333333333,1693
1A05,1965-04-01,650.0,53.95,-121.433333333333,1693
1A05,1966-04-01,688.0,53.95,-121.433333333333,1693
1A05,1967-04-01,904.0,53.95,-121.433333333333,1693
1A05,1968-04-01,815.0,53.95,-121.433333333333,1693
1A05,1969-04-01,546.0,53.95,-121.433333333333,1693
1A05,1970-04-01,757.0,53.95,-121.433333333333,1693
1A05,1971-04-01,721.0,53.95,-121.433333333333,1693
1A05,1972-04-01,889.0,53.95,-121.433333333333,1693
1A05,1973-04-01,775.0,53.95,-121.433333333333,1693
1A05,1974-04-01,1222.0,53.95,-121.433333333333,1693
1A05,1975-04-01,615.0,53.95,-121.433333333333,1693
1A05,1976-04-01,838.0,53.95,-121.433333333333,1693
1A05,1977-04-01,818.0,53.95,-121.433333333333,1693
1A05,1978-04-01,467.0,53.95,-121.433333333333,1693
1A05,1979-04-01,886.0,53.95,-121.433333333333,1693
1A05,1980-04-01,718.0,53.95,-121.433333333333,1693
1A05,1981-04-01,614.0,53.95,-121.433333333333,1693
1A05,1982-04-01,856.0,53.95,-121.433333333333,1693
1A05,1983-04-01,492.0,53.95,-121.433333333333,1693
1A05,1984-04-01,612.0,53.95,-121.433333333333,1693
1A05,1985-04-01,818.0,53.95,-121.433333333333,1693
1A05,1986-04-01,800.0,53.95,-121.433333333333,1693
1A05,1987-04-01,676.0,53.95,-121.433333333333,1693
1A05,1988-04-01,838.0,53.95,-121.433333333333,1693
1A05,1990-04-01,1140.0,53.95,-121.433333333333,1693
1A05,1991-04-01,1082.0,53.95,-121.433333333333,1693
1A05,1992-04-01,884.0,53.95,-121.433333333333,1693
1A05,1993-04-01,544.0,53.95,-121.433333333333,1693
1A05,1994-04-01,1000.0,53.95,-121.433333333333,1693
1A05,1995-04-01,562.0,53.95,-121.433333333333,1693
1A05,1996-04-01,676.0,53.95,-121.433333333333,1693
1A05,1998-04-01,568.0,53.95,-121.433333333333,1693
1A05,1999-04-01,840.0,53.95,-121.433333333333,1693
1A05,2000-04-01,680.0,53.95,-121.433333333333,1693
1A05,2001-04-01,572.0,53.95,-121.433333333333,1693
1A05,2003-04-01,614.0,53.95,-121.433333333333,1693
1A05,2004-04-01,716.0,53.95,-121.433333333333,1693
1A05,2005-04-01,762.0,53.95,-121.433333333333,1693
1A05,2006-04-01,520.0,53.95,-121.433333333333,1693
1A05,2007-04-01,920.0,53.95,-121.433333333333,1693
1A05,2008-04-01,1010.0,53.95,-121.433333333333,1693
1A05,2009-04-01,1024.0,53.95,-121.433333333333,1693
1A05,2010-04-01,700.0,53.95,-121.433333333333,1693
1A05,2012-04-01,1150.0,53.95,-121.433333333333,1693
1A05,2013-04-01,1220.0,53.95,-121.433333333333,1693
1A05,2014-04-01,1274.0,53.95,-121.433333333333,1693
1A05,2015-04-01,,53.95,-121.433333333333,1693
1A05,2016-04-01,632.0,53.95,-121.433333333333,1693
1A05,2017-04-01,,53.95,-121.433333333333,1693
1A05,2018-04-01,952.0,53.95,-121.433333333333,1693
1A05,2019-04-01,846.0,53.95,-121.433333333333,1693
1A05,2020-04-01,1378.0,53.95,-121.433333333333,1693
1A05,2021-04-01,1056.0,53.95,-121.433333333333,1693
1B01,1953-04-01,376.0,53.7166666666667,-126.416666666667,1489
1B01,1954-04-01,615.0,53.7166666666667,-126.416666666667,1489
1B01,1957-04-01,483.0,53.7166666666667,-126.416666666667,1489
1B01,1958-04-01,475.0,53.7166666666667,-126.416666666667,1489
1B01,1959-04-01,480.0,53.7166666666667,-126.416666666667,1489
1B01,1960-04-01,561.0,53.7166666666667,-126.416666666667,1489
1B01,1961-04-01,470.0,53.7166666666667,-126.416666666667,1489
1B01,1962-04-01,610.0,53.7166666666667,-126.416666666667,1489
1B01,1963-04-01,422.0,53.7166666666667,-126.416666666667,1489
1B01,1964-04-01,551.0,53.7166666666667,-126.416666666667,1489
1B01,1965-04-01,424.0,53.7166666666667,-126.416666666667,1489
1B01,1966-04-01,467.0,53.7166666666667,-126.416666666667,1489
1B01,1967-04-01,602.0,53.7166666666667,-126.416666666667,1489
1B01,1968-04-01,592.0,53.7166666666667,-126.416666666667,1489
1B01,1969-04-01,528.0,53.7166666666667,-126.416666666667,1489
1B01,1970-04-01,356.0,53.7166666666667,-126.416666666667,1489
1B01,1971-04-01,582.0,53.7166666666667,-126.416666666667,1489
1B01,1972-04-01,721.0,53.7166666666667,-126.416666666667,1489
1B01,1973-04-01,594.0,53.7166666666667,-126.416666666667,1489
1B01,1974-04-01,625.0,53.7166666666667,-126.416666666667,1489
1B01,1975-04-01,490.0,53.7166666666667,-126.416666666667,1489
1B01,1976-04-01,960.0,53.7166666666667,-126.416666666667,1489
1B01,1977-04-01,498.0,53.7166666666667,-126.416666666667,1489
1B01,1978-04-01,358.0,53.7166666666667,-126.416666666667,1489
1B01,1979-04-01,486.0,53.7166666666667,-126.416666666667,1489
1B01,1980-04-01,410.0,53.7166666666667,-126.416666666667,1489
1B01,1981-04-01,413.0,53.7166666666667,-126.416666666667,1489
1B01,1982-04-01,478.0,53.7166666666667,-126.416666666667,1489
1B01,1983-04-01,396.0,53.7166666666667,-126.416666666667,1489
1B01,1984-04-01,457.0,53.7166666666667,-126.416666666667,1489
1B01,1985-04-01,603.0,53.7166666666667,-126.416666666667,1489
1B01,1986-04-01,453.0,53.7166666666667,-126.416666666667,1489
1B01,1987-04-01,530.0,53.7166666666667,-126.416666666667,1489
1B01,1988-04-01,382.0,53.7166666666667,-126.416666666667,1489
1B01,1989-04-01,550.0,53.7166666666667,-126.416666666667,1489
1B01,1990-04-01,476.0,53.7166666666667,-126.416666666667,1489
1B01,1991-04-01,633.0,53.7166666666667,-126.416666666667,1489
1B01,1992-04-01,519.0,53.7166666666667,-126.416666666667,1489
1B01,1993-04-01,404.0,53.7166666666667,-126.416666666667,1489
1B01,1994-04-01,512.0,53.7166666666667,-126.416666666667,1489
1B01,1995-04-01,466.0,53.7166666666667,-126.416666666667,1489
1B01,1996-04-01,594.0,53.7166666666667,-126.416666666667,1489
1B01,1997-04-01,711.0,53.7166666666667,-126.416666666667,1489
1B01,1998-04-01,447.0,53.7166666666667,-126.416666666667,1489
1B01,1999-04-01,576.0,53.7166666666667,-126.416666666667,1489
1B01,2000-04-01,383.0,53.7166666666667,-126.416666666667,1489
1B01,2001-04-01,357.0,53.7166666666667,-126.416666666667,1489
1B01,2002-04-01,625.0,53.7166666666667,-126.416666666667,1489
1B01,2003-04-01,273.0,53.7166666666667,-126.416666666667,1489
1B01,2004-04-01,306.0,53.7166666666667,-126.416666666667,1489
1B01,2005-04-01,536.0,53.7166666666667,-126.416666666667,1489
1B01,2006-04-01,349.0,53.7166666666667,-126.416666666667,1489
1B01,2007-04-01,756.0,53.7166666666667,-126.416666666667,1489
1B01,2008-04-01,474.0,53.7166666666667,-126.416666666667,1489
1B01,2009-04-01,584.0,53.7166666666667,-126.416666666667,1489
1B01,2010-04-01,442.0,53.7166666666667,-126.416666666667,1489
1B01,2011-04-01,516.0,53.7166666666667,-126.416666666667,1489
1B01,2012-04-01,706.0,53.7166666666667,-126.416666666667,1489
1B01,2013-04-01,409.0,53.7166666666667,-126.416666666667,1489
1B01,2014-04-01,439.0,53.7166666666667,-126.416666666667,1489
1B01,2015-04-01,602.0,53.7166666666667,-126.416666666667,1489
1B01,2016-04-01,381.0,53.7166666666667,-126.416666666667,1489
1B01,2017-04-01,525.0,53.7166666666667,-126.416666666667,1489
1B01,2018-04-01,660.0,53.7166666666667,-126.416666666667,1489
1B01,2019-04-01,373.0,53.7166666666667,-126.416666666667,1489
1B01,2020-04-01,521.0,53.7166666666667,-126.416666666667,1489
1B01,2021-04-01,588.0,53.7166666666667,-126.416666666667,1489
1B02,1952-04-01,1011.0,53.5833333333333,-127.633333333333,1319
1B02,1953-04-01,1161.0,53.5833333333333,-127.633333333333,1319
1B02,1954-04-01,1356.0,53.5833333333333,-127.633333333333,1319
1B02,1955-04-01,848.0,53.5833333333333,-127.633333333333,1319
1B02,1957-04-01,1125.0,53.5833333333333,-127.633333333333,1319
1B02,1958-04-01,1036.0,53.5833333333333,-127.633333333333,1319
1B02,1959-04-01,1100.0,53.5833333333333,-127.633333333333,1319
1B02,1960-04-01,1102.0,53.5833333333333,-127.633333333333,1319
1B02,1961-04-01,1052.0,53.5833333333333,-127.633333333333,1319
1B02,1962-04-01,930.0,53.5833333333333,-127.633333333333,1319
1B02,1963-04-01,932.0,53.5833333333333,-127.633333333333,1319
1B02,1964-04-01,1356.0,53.5833333333333,-127.633333333333,1319
1B02,1965-04-01,856.0,53.5833333333333,-127.633333333333,1319
1B02,1966-04-01,1214.0,53.5833333333333,-127.633333333333,1319
1B02,1967-04-01,1389.0,53.5833333333333,-127.633333333333,1319
1B02,1968-04-01,1227.0,53.5833333333333,-127.633333333333,1319
1B02,1969-04-01,1148.0,53.5833333333333,-127.633333333333,1319
1B02,1970-04-01,775.0,53.5833333333333,-127.633333333333,1319
1B02,1971-04-01,1034.0,53.5833333333333,-127.633333333333,1319
1B02,1972-04-01,1384.0,53.5833333333333,-127.633333333333,1319
1B02,1973-04-01,1171.0,53.5833333333333,-127.633333333333,1319
1B02,1974-04-01,1392.0,53.5833333333333,-127.633333333333,1319
1B02,1975-04-01,914.0,53.5833333333333,-127.633333333333,1319
1B02,1976-04-01,1554.0,53.5833333333333,-127.633333333333,1319
1B02,1977-04-01,968.0,53.5833333333333,-127.633333333333,1319
1B02,1978-04-01,1021.0,53.5833333333333,-127.633333333333,1319
1B02,1979-04-01,861.0,53.5833333333333,-127.633333333333,1319
1B02,1980-04-01,890.0,53.5833333333333,-127.633333333333,1319
1B02,1981-04-01,902.0,53.5833333333333,-127.633333333333,1319
1B02,1982-04-01,1204.0,53.5833333333333,-127.633333333333,1319
1B02,1983-04-01,1098.0,53.5833333333333,-127.633333333333,1319
1B02,1984-04-01,1119.0,53.5833333333333,-127.633333333333,1319
1B02,1985-04-01,1095.0,53.5833333333333,-127.633333333333,1319
1B02,1986-04-01,1181.0,53.5833333333333,-127.633333333333,1319
1B02,1987-04-01,1376.0,53.5833333333333,-127.633333333333,1319
1B02,1988-04-01,1118.0,53.5833333333333,-127.633333333333,1319
1B02,1989-04-01,1204.0,53.5833333333333,-127.633333333333,1319
1B02,1990-04-01,1158.0,53.5833333333333,-127.633333333333,1319
1B02,1991-04-01,1350.0,53.5833333333333,-127.633333333333,1319
1B02,1992-04-01,1448.0,53.5833333333333,-127.633333333333,1319
1B02,1993-04-01,952.0,53.5833333333333,-127.633333333333,1319
1B02,1994-04-01,1137.0,53.5833333333333,-127.633333333333,1319
1B02,1995-04-01,1283.0,53.5833333333333,-127.633333333333,1319
1B02,1996-04-01,1264.0,53.5833333333333,-127.633333333333,1319
1B02,1997-04-01,1401.0,53.5833333333333,-127.633333333333,1319
1B02,1998-04-01,1105.0,53.5833333333333,-127.633333333333,1319
1B02,1999-04-01,1529.0,53.5833333333333,-127.633333333333,1319
1B02,2000-04-01,1264.0,53.5833333333333,-127.633333333333,1319
1B02,2001-04-01,985.0,53.5833333333333,-127.633333333333,1319
1B02,2002-04-01,1579.0,53.5833333333333,-127.633333333333,1319
1B02,2003-04-01,917.0,53.5833333333333,-127.633333333333,1319
1B02,2004-04-01,922.0,53.5833333333333,-127.633333333333,1319
1B02,2005-04-01,1046.0,53.5833333333333,-127.633333333333,1319
1B02,2006-04-01,1034.0,53.5833333333333,-127.633333333333,1319
1B02,2007-04-01,1800.0,53.5833333333333,-127.633333333333,1319
1B02,2008-04-01,1215.0,53.5833333333333,-127.633333333333,1319
1B02,2009-04-01,1153.0,53.5833333333333,-127.633333333333,1319
1B02,2010-04-01,1214.0,53.5833333333333,-127.633333333333,1319
1B02,2011-04-01,1313.0,53.5833333333333,-127.633333333333,1319
1B02,2012-04-01,1972.0,53.5833333333333,-127.633333333333,1319
1B02,2013-04-01,920.0,53.5833333333333,-127.633333333333,1319
1B02,2014-04-01,908.0,53.5833333333333,-127.633333333333,1319
1B02,2015-04-01,1175.0,53.5833333333333,-127.633333333333,1319
